,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
12002,WBGene00036328,1179,1020,382,783,1.625919174944014,0.38148493956781715
12003,WBGene00036329,85,53,72,72,0.23946593469538943,-0.4420045468791131
12004,WBGene00036330,199,55,97,43,1.036711778356521,0.3550949588225617
12006,WBGene00036333,174,104,288,157,-0.7269815055935841,-0.594181030750535
12007,WBGene00036334,243,97,182,83,0.4170178634070846,0.22487341084020304
12008,WBGene00036335,127,58,90,30,0.49683159044249126,0.9510903995190536
12009,WBGene00036336,1,1,20,24,-4.321928094887363,-4.584962500721156
12010,WBGene00036337,41,29,218,86,-2.4106323201588427,-1.5682837595745258
12012,WBGene00036339,4,7,11,53,-1.4594316186372973,-2.920565532505595
12013,WBGene00036340,706,381,901,441,-0.3518589225423582,-0.2109876580641986
12014,WBGene00036341,337,66,161,51,1.0656879030672415,0.37196877738695794
12015,WBGene00036342,2,1,2,1,0.0,0.0
12016,WBGene00036343,73,29,117,42,-0.6805401607033873,-0.5343364276511882
12017,WBGene00036344,55,43,70,32,-0.34792330342030686,0.42626475470209796
12018,WBGene00036345,236,62,255,53,-0.11171038749701662,0.226275855823676
12019,WBGene00036346,214,280,219,211,-0.03332007320002654,0.40818382823778127
12020,WBGene00036347,14,10,12,2,0.22239242133644802,2.321928094887362
12021,WBGene00036348,1,1,2,6,-1.0,-2.584962500721156
12022,WBGene00036349,29,17,31,11,-0.09621531525930317,0.6280312226130421
12023,WBGene00036350,15,3,24,5,-0.6780719051126377,-0.7369655941662062
12024,WBGene00036351,3,1,1,3,1.584962500721156,-1.5849625007211563
12025,WBGene00036352,10,3,4,2,1.3219280948873624,0.5849625007211562
12026,WBGene00036353,1,1,1,2,0.0,-1.0
12027,WBGene00036354,120,51,17,1,2.819427754358179,5.672425341971495
12028,WBGene00036355,959,410,927,378,0.04896147639260023,0.11723767528437339
12029,WBGene00036356,8,7,16,20,-1.0,-1.5145731728297582
12030,WBGene00036357,26,10,31,17,-0.253756592245783,-0.765534746362977
12031,WBGene00036358,28,28,46,26,-0.7162070339994087,0.10691520391651188
12034,WBGene00036361,473,148,507,170,-0.10014556366394532,-0.19993757050875194
12035,WBGene00036362,150,32,160,28,-0.09310940439148147,0.19264507794239583
12036,WBGene00036363,63,50,43,47,0.5510151687978184,0.0892673380970873
12037,WBGene00036364,95,28,99,31,-0.05950101174866183,-0.14684138832927116
12038,WBGene00036365,4,3,18,6,-2.1699250014423126,-1.0
12039,WBGene00036366,99,124,95,112,0.05950101174866165,0.14684138832927118
12041,WBGene00036368,4,1,5,3,-0.3219280948873623,-1.5849625007211563
12043,WBGene00036372,699,478,8,21,6.449148645375437,4.508549385201988
12044,WBGene00036373,355,185,7,4,5.66432029233444,5.531381460516312
12045,WBGene00036374,1291,1378,24,17,5.749310784586035,6.340897331453952
12046,WBGene00036375,2295,1921,326,299,2.815550284070093,2.683640129467422
12049,WBGene00036378,815,950,416,389,0.9702165309773477,1.2881573582321182
12051,WBGene00036380,21,18,2,1,3.3923174227787602,4.169925001442312
12053,WBGene00036382,449,96,219,36,1.0357845751399735,1.4150374992788437
12054,WBGene00036383,1283,1349,575,604,1.157887309257945,1.1592698936231887
12055,WBGene00036384,4041,4521,833,1064,2.278323950817912,2.087143766817791
12056,WBGene00036385,333,194,35,33,3.2500953501262955,2.5555187228286744
12058,WBGene00036387,363,235,82,49,2.146273733377667,2.2618071024497914
12059,WBGene00036388,11,1,8,3,0.45943161863729726,-1.5849625007211563
12061,WBGene00036390,7,8,1,1,2.807354922057604,3.0
12066,WBGene00036395,14,5,3,2,2.222392421336448,1.3219280948873624
12067,WBGene00036397,327,242,338,225,-0.04773261078410186,0.10508204605755751
12068,WBGene00036399,306,290,491,391,-0.6821913716220412,-0.4311157072924178
12069,WBGene00036400,6764,6405,6985,6376,-0.04638345588684221,0.006546941238537019
12070,WBGene00036401,1023,865,1204,972,-0.23502924701437342,-0.16825618108169388
12071,WBGene00036402,8,3,2,2,2.0,0.5849625007211562
12073,WBGene00036404,1,1,4,3,-2.0,-1.5849625007211563
12074,WBGene00036405,1698,1690,1622,1701,0.0660626393357656,-0.009359894493838372
12077,WBGene00036408,5,1,27,28,-2.4329594072761065,-4.807354922057605
12079,WBGene00036410,280,311,300,271,-0.0995356735509144,0.19862172877673098
12080,WBGene00036411,1,41,2192,2729,-11.098032082960527,-6.0566046746560565
12082,WBGene00036413,19,16,34,17,-0.8395353278067539,-0.08746284125033943
12083,WBGene00036414,119,60,137,55,-0.20321431965258313,0.12553088208385882
12084,WBGene00036415,92,83,80,68,0.2016338611696504,0.2875765900965855
12085,WBGene00036416,12527,7839,12854,8433,-0.03717642199196828,-0.10537632906032228
12086,WBGene00036418,5,1,1,3,2.321928094887362,-1.5849625007211563
12087,WBGene00036419,3,1,2,1,0.5849625007211562,0.0
12089,WBGene00036421,370,218,268,178,0.4652922700585398,0.29245089381052874
12090,WBGene00036422,1102,1094,1320,1141,-0.2604137056746582,-0.060686053496125096
12091,WBGene00036425,102,59,139,60,-0.44651573075201184,-0.024247546246677347
12092,WBGene00036426,1,2,101,107,-6.658211482751795,-5.741466986401147
12096,WBGene00036430,9,3,3,1,1.584962500721156,1.584962500721156
12097,WBGene00036431,23,29,12,44,0.9385994553358568,-0.6014506235097252
12098,WBGene00036432,708,531,574,458,0.30269862340730974,0.2133642627072098
12099,WBGene00036433,783,764,799,727,-0.02918319563693609,0.07161727411615441
12100,WBGene00036434,369,338,387,441,-0.0687127500840142,-0.3837554092753362
12101,WBGene00036435,37,17,14,8,1.4020984435713457,1.0874628412503393
12102,WBGene00036436,74,27,2,1,5.20945336562895,4.754887502163468
12103,WBGene00036437,681,527,713,479,-0.06624727843181691,0.13777730590103449
12104,WBGene00036438,390,320,439,335,-0.1707468157857475,-0.06608919045777246
12105,WBGene00036439,619,691,659,616,-0.09033905579378716,0.16575535969335714
12106,WBGene00036440,309,222,288,242,0.1015380264620623,-0.12444737092448846
12107,WBGene00036441,137,88,126,105,0.12075215946061013,-0.25481389902882534
12108,WBGene00036442,273,176,308,179,-0.17402939977504894,-0.024384158626959224
12109,WBGene00036443,295,115,356,136,-0.2711622867171942,-0.2419727903059642
12111,WBGene00036445,893,521,632,646,0.49873561694411994,-0.3102507924154167
12112,WBGene00036446,1738,1723,2399,2324,-0.46500507547903425,-0.43168736717958067
12114,WBGene00036448,596,529,576,448,0.049243519019849344,0.2397689900564216
12116,WBGene00036450,42,31,47,46,-0.16227142889887716,-0.5693656456701377
12117,WBGene00036451,981,521,458,462,1.0989055381222947,0.17339052086245063
12118,WBGene00036452,30,13,156,45,-2.3785116232537296,-1.7914133781885826
12119,WBGene00036453,10,8,7,9,0.5145731728297582,-0.16992500144231246
12120,WBGene00036454,8,1,6,6,0.41503749927884376,-2.584962500721156
12121,WBGene00036455,6,1,18,29,-1.5849625007211563,-4.857980995127572
12122,WBGene00036456,615,792,638,645,-0.052970013538267184,0.29620126976899325
12123,WBGene00036459,13,14,7,9,0.8930847960834881,0.6374299206152918
12124,WBGene00036460,92,30,180,43,-0.9682911402726619,-0.5193741590935794
12125,WBGene00036462,65,50,95,38,-0.5474877953024933,0.3959286763311393
12126,WBGene00036463,281,278,279,228,0.010305008391738623,0.2860510585587658
12127,WBGene00036464,1,2,2,2,-1.0,0.0
12128,WBGene00036465,672,650,1173,938,-0.8036698752497482,-0.5291482045995596
12129,WBGene00036466,13,1,10,1,0.37851162325372983,0.0
12130,WBGene00036467,639,278,339,294,0.9145306578106506,-0.08073127211285688
12131,WBGene00036468,508,496,551,457,-0.1172238217989917,0.11814595532880556
12132,WBGene00036469,1009,729,1003,852,0.008604568494176493,-0.2249346158989012
12133,WBGene00036470,1397,1130,1268,1070,0.1397772752700559,0.07871197601404077
12134,WBGene00036471,23,6,46,13,-1.0,-1.1154772174199359
12136,WBGene00036473,14,13,3,5,2.222392421336448,1.3785116232537298
12137,WBGene00036474,1014,957,1067,1010,-0.07350252382108437,-0.0777644631531316
12138,WBGene00036475,1283,1599,1393,1682,-0.11867408751157037,-0.07300776677481224
12140,WBGene00036477,305,62,186,120,0.7135066213422173,-0.9526942852216431
12142,WBGene00036480,100,43,72,48,0.47393118833241227,-0.15869774601905817
12147,WBGene00036485,2,2,4,2,-1.0,0.0
12148,WBGene00036486,7,1,7,1,0.0,0.0
12149,WBGene00036487,99,52,77,28,0.36257007938470837,0.8930847960834881
12151,WBGene00036489,470,389,486,341,-0.04829555704078113,0.18999841596201958
12152,WBGene00036490,37,7,31,15,0.25525705524207465,-1.0995356735509143
12154,WBGene00036492,21,3,33,5,-0.6520766965796931,-0.7369655941662062
12155,WBGene00036493,69,139,88,69,-0.35090716185912824,1.0104166159453385
12156,WBGene00036494,536,447,505,453,0.08594961281861542,-0.01923621886291727
12158,WBGene00036496,28,16,28,14,0.0,0.19264507794239583
12159,WBGene00036497,443,337,381,249,0.21751570106169638,0.4366028491137775
12160,WBGene00036498,1320,1125,1040,1004,0.3439544012173612,0.1641657321536273
12161,WBGene00036499,658,522,696,522,-0.08099972211348684,0.0
12162,WBGene00036500,1346,1059,1193,975,0.1740843669150891,0.11922846535536356
12163,WBGene00036501,532,619,621,647,-0.22316702271929176,-0.06382630277824285
12164,WBGene00036502,48,605,1,1,5.584962500721156,9.240791332161956
12166,WBGene00036504,5,16,266,465,-5.733354340613827,-4.861086905995394
12167,WBGene00036505,1,2,1,2,0.0,0.0
12168,WBGene00036506,230,221,195,180,0.23815973719476458,0.29604946306175695
12169,WBGene00036507,37,27,18,21,1.0395283641866373,0.36257007938470837
12170,WBGene00036508,76,32,75,57,0.01910882294770474,-0.8328900141647417
12171,WBGene00036509,17970,18649,18123,18358,-0.012231383560411067,0.022689378235233242
12172,WBGene00036510,291,156,240,246,0.27798474729976524,-0.6571122864769915
12173,WBGene00036511,52,30,48,17,0.11547721741993588,0.819427754358179
12174,WBGene00036513,477,510,362,309,0.3979995689223061,0.7228904089544833
12175,WBGene00036514,371,255,272,255,0.4478125353704639,0.0
12179,WBGene00036519,2,1,4,2,-1.0,-1.0
12180,WBGene00036520,1,1,1,1,0.0,0.0
12181,WBGene00036522,203,75,216,129,-0.08955158497829238,-0.7824085649273732
12183,WBGene00036524,392,288,403,250,-0.039926184412759205,0.20414071678022522
12184,WBGene00036525,18,8,25,16,-0.4739311883324124,-1.0
12185,WBGene00036528,220,143,243,133,-0.14345279008112133,0.10458890127719996
12187,WBGene00036531,23,12,43,14,-0.9027027986450852,-0.22239242133644802
12188,WBGene00036532,2,1,30,31,-3.9068905956085187,-4.954196310386875
12189,WBGene00036533,361,332,352,359,0.036423408249873813,-0.11280060247612655
12190,WBGene00036534,6,1,2,6,1.584962500721156,-2.584962500721156
12191,WBGene00036535,3,2,25,2,-3.0588936890535687,0.0
12192,WBGene00036537,55,68,92,72,-0.7422022425323533,-0.08246216019197299
12193,WBGene00036538,246,204,261,193,-0.08539149123064467,0.07996830470341515
12194,WBGene00036539,62,238,81,45,-0.3856536924977496,2.402964666978269
12195,WBGene00036540,60,42,71,37,-0.24285652389616355,0.18286405714981044
12196,WBGene00036541,1037,843,935,756,0.14937762403822671,0.15714639672100966
12197,WBGene00036542,2,1,1,1,1.0,0.0
12199,WBGene00036545,5,1,10,1,-1.0,0.0
12200,WBGene00036546,107,28,61,14,0.8107296488382606,1.0
12201,WBGene00036547,536,437,464,419,0.20810819533020028,0.060683035801246774
12202,WBGene00036548,1813,1416,874,715,1.0526737402435595,0.9858061184172456
12203,WBGene00036549,35,26,35,11,0.0,1.2410080995037949
12204,WBGene00036550,2086,2410,2308,2648,-0.14590406612571674,-0.13586997568989373
12205,WBGene00036551,198,175,285,246,-0.5254614889724943,-0.491303393506911
12206,WBGene00036552,404,312,368,360,0.13464952669478186,-0.20645087746742632
12207,WBGene00036553,99,40,74,48,0.41990325445065996,-0.2630344058337938
12208,WBGene00036554,5,2,3,1,0.7369655941662062,1.0
12210,WBGene00036556,983,892,1033,909,-0.0715769325244789,-0.027236584273802426
12211,WBGene00036557,936,883,1247,980,-0.41388103024626555,-0.1503683113541045
12212,WBGene00036558,1,4,2,2,-1.0,1.0
12215,WBGene00036561,28121,30591,28589,31140,-0.023812259117273627,-0.02566167598241509
12216,WBGene00036562,691,772,787,790,-0.18767792511922793,-0.03325180579638487
12217,WBGene00036563,1,1,1,49,0.0,-5.614709844115208
12218,WBGene00036564,2,1,2,2,0.0,-1.0
12219,WBGene00036565,4,1,1,1,2.0,0.0
12220,WBGene00036566,20,3,14,14,0.5145731728297582,-2.222392421336448
12221,WBGene00036567,30,1,19,33,0.658963082164933,-5.044394119358453
12222,WBGene00036568,214,121,201,147,0.09041529522221839,-0.28080910756176986
12223,WBGene00036569,490,318,588,393,-0.2630344058337938,-0.30550254697425105
12224,WBGene00036570,88,23,99,42,-0.16992500144231246,-0.8687554667217473
12225,WBGene00036571,182,181,143,136,0.3479233034203068,0.4123830458328659
12226,WBGene00036572,222,355,301,427,-0.43920381040959616,-0.2664170452284459
12227,WBGene00036573,15,29,4,22,1.9068905956085185,0.3985493764902748
12228,WBGene00036574,147,54,114,82,0.36678233067162275,-0.6026645024546151
12229,WBGene00036575,12,6,47,12,-1.9696263509564813,-1.0
12230,WBGene00036576,4890,4421,4711,4153,0.053801133171675015,0.09021886252927128
12231,WBGene00036577,860,560,894,612,-0.05593817159385749,-0.12810482574768536
12232,WBGene00036578,44,44,51,36,-0.21299372333419825,0.289506617194985
12233,WBGene00036579,3,1,14,1,-2.222392421336448,0.0
12235,WBGene00036581,13,6,1,2,3.700439718141092,1.584962500721156
12236,WBGene00036582,75,29,85,55,-0.18057224564182092,-0.9233787183970876
12237,WBGene00036583,4,1,1,3,2.0,-1.5849625007211563
12239,WBGene00036585,12,19,14,1,-0.22239242133644802,4.247927513443585
12240,WBGene00036586,23,17,54,11,-1.2313255461064556,0.6280312226130421
12241,WBGene00036587,2,2,4,2,-1.0,0.0
12242,WBGene00036589,4,3,4,3,0.0,0.0
12243,WBGene00036590,6,3,11,3,-0.8744691179161412,0.0
12244,WBGene00036591,10,11,28,6,-1.4854268271702418,0.874469117916141
12245,WBGene00036592,42,37,58,67,-0.46566357234881184,-0.8566358248288225
12246,WBGene00036593,1,3,1,6,0.0,-1.0
12247,WBGene00036594,36,58,37,72,-0.03952836418663734,-0.3119440063147402
12248,WBGene00036595,76,33,71,27,0.09818039393890331,0.289506617194985
12249,WBGene00036596,770,456,139,58,2.4697735628587565,2.9749090190371694
12250,WBGene00036597,290,36,47,51,2.6253202383372973,-0.5025003405291831
12251,WBGene00036598,231,89,169,73,0.4508696051338733,0.2859088720863805
12253,WBGene00036600,36,12,83,87,-1.2051144299046124,-2.8579809951275723
12254,WBGene00036601,142,106,158,95,-0.15403362867242085,0.15806484623225123
12255,WBGene00036602,20,16,3,2,2.736965594166206,3.0
12257,WBGene00036604,17,8,48,12,-1.4974996594708168,-0.5849625007211563
12258,WBGene00036605,1,1,16,1,-4.0,0.0
12259,WBGene00036606,149,74,92,41,0.6956065644051488,0.8519013610108661
12260,WBGene00036607,25,13,26,17,-0.056583528366367424,-0.38702312310924736
12261,WBGene00036608,2259,1575,2126,1401,0.08754267386197967,0.16889487284382312
12262,WBGene00036609,5,2,21,1,-2.070389327891398,1.0
12263,WBGene00036610,15,1,16,9,-0.09310940439148147,-3.1699250014423126
12264,WBGene00036611,37,44,64,28,-0.7905466343710502,0.6520766965796931
12265,WBGene00036612,11,2,33,1,-1.5849625007211563,1.0
12266,WBGene00036613,177,92,177,118,0.0,-0.35908109330482835
12267,WBGene00036614,622,432,395,335,0.6550619270661372,0.36687021681833376
12268,WBGene00036615,12,1,12,7,0.0,-2.807354922057604
12269,WBGene00036616,78,81,30,23,1.3785116232537298,1.816288046827612
12271,WBGene00036619,32,7,40,3,-0.3219280948873623,1.222392421336448
12275,WBGene00036623,1,2,1,1,0.0,1.0
12277,WBGene00036625,11,3,4,4,1.4594316186372973,-0.4150374992788438
12278,WBGene00036627,90,18,128,20,-0.5081469036703253,-0.15200309344504995
12279,WBGene00036628,135,62,144,70,-0.09310940439148147,-0.1750867065580913
12280,WBGene00036629,145,106,130,80,0.15754127698648002,0.4059923596758368
12282,WBGene00036631,1,34,3,34,-1.5849625007211563,0.0
12284,WBGene00036633,24,3,10,3,1.2630344058337937,0.0
12285,WBGene00036634,110,60,55,49,1.0,0.29218075149331035
12286,WBGene00036635,137,38,184,89,-0.4255298730964862,-1.2278059175228122
12287,WBGene00036636,16,10,38,8,-1.2479275134435857,0.32192809488736235
12288,WBGene00036637,29,24,127,143,-2.1307036916445936,-2.574908836057233
12289,WBGene00036638,89,56,36,66,1.3058084295240855,-0.2370391973008493
12290,WBGene00036639,131,212,112,150,0.22606807947984625,0.4991017640673183
12291,WBGene00036640,1,5,3,5,-1.5849625007211563,0.0
12292,WBGene00036641,21,14,12,5,0.8073549220576041,1.4854268271702418
12293,WBGene00036642,1007,932,855,744,0.2360673582335245,0.32502733354624885
12294,WBGene00036644,1691,1973,1363,1385,0.3110910976047738,0.510504979787008
12295,WBGene00036645,312,344,220,179,0.5040425053375888,0.9424489774378415
12296,WBGene00036646,72,46,333,69,-2.2094533656289497,-0.5849625007211563
12297,WBGene00036647,367,324,172,130,1.0933714981411147,1.3174821898561702
12298,WBGene00036648,2301,2913,1838,1476,0.32412421693505505,0.9808129800799524
12299,WBGene00036649,4,2,104,84,-4.700439718141092,-5.392317422778761
12300,WBGene00036650,325,256,209,167,0.6369367758349341,0.6162957075259479
12301,WBGene00036651,1636,1392,121,103,3.757093795667154,3.75644296866551
12303,WBGene00036653,614,177,202,150,1.6038833626183846,0.23878685958711648
12305,WBGene00036655,27,22,45,21,-0.7369655941662062,0.06711419585853703
12308,WBGene00036658,5922,3253,268,140,4.465779584719781,4.538272090096165
12309,WBGene00036659,2221,1222,54,31,5.362106175383512,5.300832259431854
12311,WBGene00036661,2997,2791,3722,3585,-0.312558971545577,-0.36119099452319975
12312,WBGene00036662,8,6,17,5,-1.0874628412503393,0.2630344058337938
12313,WBGene00036663,55,53,66,57,-0.2630344058337938,-0.10496955960154249
12316,WBGene00036666,46,33,51,16,-0.1488633859144827,1.0443941193584534
12317,WBGene00036667,12,1,13,12,-0.1154772174199359,-3.584962500721156
12318,WBGene00036668,10,6,58,54,-2.5360529002402097,-3.1699250014423126
12321,WBGene00036671,22,2,13,21,0.7589919004962051,-3.3923174227787602
12322,WBGene00036672,45,8,26,14,0.7914133781885826,-0.8073549220576042
12323,WBGene00036673,24,26,51,22,-1.0874628412503393,0.24100809950379498
12324,WBGene00036674,7627,7081,7954,7240,-0.060564862385336954,-0.03203658090342283
12325,WBGene00036675,20,9,50,5,-1.3219280948873622,0.8479969065549501
12326,WBGene00036676,1,2,6,2,-2.584962500721156,0.0
12328,WBGene00036678,144,45,60,40,1.2630344058337937,0.16992500144231237
12330,WBGene00036680,26,25,32,27,-0.2995602818589078,-0.11103131238874384
12331,WBGene00036681,89,75,108,67,-0.2791540711970708,0.16272950003810832
12332,WBGene00036682,30,19,49,28,-0.7078192485066896,-0.5594274086140185
12334,WBGene00036684,54,16,35,13,0.6256044852185022,0.29956028185890793
12335,WBGene00036685,573,295,638,277,-0.15502128500796455,0.09082897820001533
12336,WBGene00036686,124,47,120,65,0.04730571477835682,-0.46777896135081715
12337,WBGene00036687,12,9,48,16,-2.0,-0.8300749985576876
12338,WBGene00036689,236,66,156,62,0.5972408304995929,0.09019780897157816
12339,WBGene00036690,131,93,123,132,0.09090849619821029,-0.505235308250422
12342,WBGene00036693,14,1,14,6,0.0,-2.584962500721156
12346,WBGene00036697,800,845,794,811,0.01086099263176693,0.05924942695227368
12347,WBGene00036698,42,12,47,24,-0.16227142889887716,-1.0
12348,WBGene00036699,1,1,2,1,-1.0,0.0
12349,WBGene00036700,40,52,56,52,-0.4854268271702417,0.0
12350,WBGene00036701,54,43,27,36,1.0,0.25633975325978553
12351,WBGene00036702,446,220,562,266,-0.33352642030062135,-0.27392272197653006
12352,WBGene00036703,72,46,44,19,0.7104933828050152,1.2756344426134274
12353,WBGene00036704,92,8,55,3,0.7422022425323532,1.4150374992788437
12354,WBGene00036705,203,189,151,131,0.4269311778600973,0.5288194226836225
12355,WBGene00036706,532,479,526,481,0.01636344620888723,-0.0060112380338616985
12356,WBGene00036707,7,1,19,2,-1.4405725913859815,-1.0
12357,WBGene00036708,1,5,3,1,-1.5849625007211563,2.321928094887362
12361,WBGene00036712,23,17,26,16,-0.17687776208407935,0.0874628412503394
12362,WBGene00036713,615,343,552,291,0.1559181434484331,0.2371894232645285
12364,WBGene00036715,190,9,206,20,-0.11664491885227049,-1.15200309344505
12366,WBGene00036717,271,186,248,177,0.1279527309669964,0.07155326102503407
12367,WBGene00036718,11,1,2,2,2.4594316186372973,-1.0
12369,WBGene00036720,13,5,15,9,-0.20645087746742632,-0.84799690655495
12370,WBGene00036721,8,16,4,2,1.0,3.0
12371,WBGene00036722,3,3,25,12,-3.0588936890535687,-2.0
12372,WBGene00036723,1,1,4,1,-2.0,0.0
12376,WBGene00036728,526,434,531,662,-0.013649061511851253,-0.6091361743627384
12377,WBGene00036729,785,822,835,867,-0.08908354358242526,-0.07689359954015212
12378,WBGene00036730,66,13,24,12,1.4594316186372973,0.11547721741993588
12379,WBGene00036732,1126,1196,1184,1280,-0.07246225354872024,-0.09792642068925739
12380,WBGene00036733,150,160,319,202,-1.0885939232689885,-0.33628338786443235
12382,WBGene00036736,641,458,515,471,0.31575192454816026,-0.04037946151583924
12383,WBGene00036737,31,32,133,115,-2.1010861251143145,-1.8454900509443752
12384,WBGene00036738,5080,5096,61,54,6.379875444096642,6.560262060092832
12385,WBGene00036739,1121,1119,1582,1802,-0.4969633216673651,-0.6873889748371448
12386,WBGene00036743,313,181,217,102,0.5284676144881391,0.8274205451117097
12387,WBGene00036744,230,171,10,5,4.523561956057013,5.095924419998536
12393,WBGene00036750,38,6,164,40,-2.109624491174498,-2.736965594166206
12397,WBGene00036754,121,85,121,75,0.0,0.18057224564182084
12403,WBGene00036761,1,1,9,1,-3.1699250014423126,0.0
12413,WBGene00036771,27,1,51,4,-0.9175378398080271,-2.0
12416,WBGene00036774,26,3,12,3,1.1154772174199359,0.0
12417,WBGene00036775,26,10,37,3,-0.5090136474878575,1.7369655941662063
12419,WBGene00036777,3,2,2,1,0.5849625007211562,1.0
12424,WBGene00036782,118,59,1,1,6.882643049361842,5.882643049361842
12425,WBGene00036783,379,209,4,7,6.5660540381710915,4.900004210023279
12429,WBGene00036787,15,4,13,5,0.20645087746742624,-0.3219280948873623
12430,WBGene00036788,135,48,88,9,0.6173839784135338,2.415037499278844
12432,WBGene00036790,77,27,21,22,1.874469117916141,0.2954558835261713
12435,WBGene00036793,4,5,5,2,-0.3219280948873623,1.3219280948873624
12436,WBGene00036795,16,3,3,2,2.415037499278844,0.5849625007211562
12438,WBGene00036797,2,1,14,9,-2.807354922057604,-3.1699250014423126
12439,WBGene00036798,4,1,1,1,2.0,0.0
12441,WBGene00036800,61,42,55,65,0.14937762403822671,-0.6300503902496941
12442,WBGene00036802,12,1,11,1,0.12553088208385882,0.0
12445,WBGene00036807,5,1,4,1,0.32192809488736235,0.0
12447,WBGene00036809,851,1097,908,1113,-0.09353316560495231,-0.020890066938766626
12448,WBGene00036810,72,41,83,31,-0.20511442990461237,0.40335569423120843
12449,WBGene00036811,716,991,456,529,0.6509257630995148,0.9056173350724623
12450,WBGene00036812,77,29,53,49,0.5388660861317021,-0.7567288489876361
12451,WBGene00036813,2,1,6,1,-1.5849625007211563,0.0
12452,WBGene00036814,874,290,2,1,8.7714894695006,8.179909090014934
12454,WBGene00036817,3,1,6,7,-1.0,-2.807354922057604
12455,WBGene00036818,6,2,20,4,-1.7369655941662063,-1.0
12456,WBGene00036819,820,977,853,823,-0.0569218318128441,0.2474661315467595
12457,WBGene00036820,2261,2327,1857,2110,0.2839871768161083,0.1412282118108011
12458,WBGene00036821,11,9,1,1,3.4594316186372973,3.169925001442312
12460,WBGene00036823,234,92,215,73,0.12217186999394433,0.3337373971769956
12462,WBGene00036825,9,6,26,7,-1.5305147166987798,-0.22239242133644802
12467,WBGene00036830,4,8,6,1,-0.5849625007211563,3.0
12469,WBGene00036832,22,3,13,2,0.7589919004962051,0.5849625007211562
12470,WBGene00036833,63,10,28,3,1.1699250014423124,1.7369655941662063
12471,WBGene00036834,99,20,4,8,4.6293566200796095,1.3219280948873624
12472,WBGene00036835,2329,1703,786,698,1.5671094219522597,1.28677949346889
12474,WBGene00036837,51,15,3,1,4.087462841250339,3.9068905956085187
12476,WBGene00036839,2,1,2,1,0.0,0.0
12477,WBGene00036840,8,3,8,3,0.0,0.0
12481,WBGene00036844,165,182,26,38,2.6658824961047234,2.2598671267551107
12485,WBGene00036848,3,1,14,8,-2.222392421336448,-3.0
12486,WBGene00036849,42,6,35,7,0.2630344058337938,-0.22239242133644802
12488,WBGene00036851,4,2,13,3,-1.7004397181410922,-0.5849625007211563
12489,WBGene00036852,19,30,41,34,-1.1096244911744981,-0.18057224564182092
12490,WBGene00036853,11,3,30,1,-1.4474589769712214,1.584962500721156
12492,WBGene00036855,81,47,120,78,-0.5670405927238937,-0.7308133671846111
12493,WBGene00036856,661,389,444,383,0.5740905951575858,0.02242576306123496
12495,WBGene00036859,264,161,7,11,5.23703919730085,3.87148525947732
12496,WBGene00036860,386,303,327,328,0.239310211769998,-0.11437802114513271
12498,WBGene00036862,21,36,36,24,-0.777607578663552,0.5849625007211562
12500,WBGene00036864,5,4,1,1,2.321928094887362,2.0
12501,WBGene00036865,8,2,1,1,3.0,1.0
12502,WBGene00036866,1,1,3,1,-1.5849625007211563,0.0
12513,WBGene00036877,70,74,23,11,1.6057210608879537,2.7500217469916524
12514,WBGene00036878,41,36,11,1,1.8981203859807863,5.169925001442312
12516,WBGene00036880,1,1,5,1,-2.321928094887362,0.0
12517,WBGene00036882,94,43,130,47,-0.46777896135081715,-0.12832409697553945
12518,WBGene00036883,410,197,410,181,0.0,0.1222059323731709
12519,WBGene00036884,5,4,7,13,-0.4854268271702417,-1.7004397181410922
12520,WBGene00036885,876,421,925,356,-0.07852249580250109,0.2419429920999984
12521,WBGene00036886,333,274,339,354,-0.025763096065081786,-0.3695734671224708
12522,WBGene00036887,1,2,32,4,-5.0,-1.0
12524,WBGene00036889,26,16,53,28,-1.027480736422107,-0.8073549220576042
12526,WBGene00036891,148,180,152,147,-0.03847414781463567,0.29218075149331035
12528,WBGene00036893,172,105,222,206,-0.36815111164800807,-0.9722550095170958
12529,WBGene00036894,47,17,52,26,-0.14585086646345477,-0.6129768768907528
12530,WBGene00036895,5,1,5,2,0.0,-1.0
12531,WBGene00036896,62,22,14,3,2.146841388329271,2.8744691179161412
12533,WBGene00036898,135,92,115,100,0.2313255461064558,-0.12029423371771177
12534,WBGene00036899,53,55,58,30,-0.13006054056437286,0.874469117916141
12535,WBGene00036900,231,32,236,40,-0.030894007945783793,-0.3219280948873623
12537,WBGene00036902,362,121,299,129,0.2758442128851004,-0.0923640181486596
12538,WBGene00036903,547,175,561,174,-0.036459937816236215,0.008267615983600572
12539,WBGene00036904,645,154,506,205,0.3501617756163063,-0.4126935588105447
12540,WBGene00036905,174,100,151,98,0.20453875652364925,0.02914634565951651
12541,WBGene00036906,5,1,2,1,1.3219280948873624,0.0
12542,WBGene00036907,60,31,65,38,-0.1154772174199359,-0.2937312030567103
12543,WBGene00036908,56,21,69,58,-0.30116953472056485,-1.4656635723488118
12544,WBGene00036909,401,186,200,82,1.0036022366801955,1.1816068064899476
12545,WBGene00036910,3810,1958,1709,1021,1.156638600704545,0.9393978987258935
12546,WBGene00036911,312,52,452,88,-0.5347767435529395,-0.758991900496205
